"id","category","sub_category","year","end_year","country","region","country_income_group","sids","lldc","fcs","ida","recipient_institution","recipient_institution_type","implementing_agency","provider","provider_region","provider_country","provider_type","sector_name","program_scheme_project","fund_name","fund_type","bi_multi_code","allocable","type_of_aid","channel_code","gender","environment","biodiversity","ocean_oda","sustainable_ocean_oda","land_based_oda","plastic_oda","plastic_specific_oda","solid_waste_oda","wastewater_oda","ft_concessional_loan","ft_commercial_loan","ft_equity","ft_grant","ft_others","commitment","created_at","updated_at","sources_intermediaries","archetype","pathways","convertible_bonds","public_offering"
"55","private finance","Private Finance","2020","2022","Angola","Africa","Lower middle income","1","1","0","0","UNEP","Regional Government","International Union for Conservation of Nature (IUCN)","UNEP","Africa","Kenya","Foundation","Transport & Storage","NN1LVeKyPvP6cNRx","Global Climate Change Alliance (GCCA)","Multi Donor National","3","1","B03","22000","0","2","1","1","0","1","0","0","0","1","81","91","38","100","39","726","10/10/2024 16:12:52","10/10/2024 16:12:52","Other Investors","Research and Development","Supporting Pathways","177","49"
"56","public finance","Domestic Finance","2019","2023","Australia","Oceania","Low income","0","1","1","0","Ministry of Environment and Renewable Energy","Regional agency","The United Nations Environment Programme (UNEP)","South Korea","Asia","South Korea","Non-profit organization","Water Supply & Sanitation","p8YAsTBxV2eRLq7m","Global Environment Facility (GEF4)","Multilateral","8","0","C01","41107","2","2","0","0","1","0","1","0","0","1","49","84","100","18","36","440","10/10/2024 16:12:52","10/10/2024 16:12:52","Other Multilateral Institution","Plastic Waste-to-Fuel","Non-circular Pathways","129","12"
"57","public finance","Domestic Finance","2019","2018","Canada","North America","Low income","1","1","0","0","UNEP","Government agency","World Bank","UNEP","Africa","Kenya","Regional Government","Post-Secondary Education","GfTeL7lHK51qJWTi","Adaptation Fund (AF)","Multi Donor National","7","1","D02","11001","2","0","1","0","0","0","0","1","1","1","99","35","78","94","25","929","10/10/2024 16:12:52","10/10/2024 16:12:52","World Bank Group (WB)","Recovery for controlled disposal","Non-circular Pathways","181","40"
"58","public finance","Development Finance","2019","2018","United States","North America","Upper middle income","1","0","0","1","Ministry of Environment and Renewable Energy","Non-profit regional funds","The United Nations Environment Programme (UNEP)","UNEP","Africa","Kenya","Regional Government","Post-Secondary Education","UEoT5Zesd3L8lPox","Global Environment Facility (GEF4)","Multi Donor National","7","1","D01","22000",,"2",,"0","0","1","1","1","0","1","13","7","94","28","23","643","10/10/2024 16:12:52","10/10/2024 16:12:52","European Union Institution","Recovery for controlled disposal","Non-circular Pathways","11","108"
"59","private finance","Private Finance","2019","2024","Somalia","Africa","High income","1","1","1","0","Economic Affairs and Investment Division Ministry of Finance","Foundation","World Bank","UNEP","Africa","Kenya","Foundation","Water Supply & Sanitation","8fwyrs1lNtUnXWQM","Global Climate Change Alliance (GCCA)","Multilateral","8","1","E01","41107","0",,"0","1","1","0","1","1","1","0","70","19","25","30","31","340","10/10/2024 16:12:52","10/10/2024 16:12:52","World Bank Group (WB)","Training/ Capacity Building/ Education","Supporting Pathways","131","39"
"60","public finance","Domestic Finance","2023","2024","Mexico","Latin America and the Caribbean","Low income","0","1","1","1","UNEP","Government agency","The United Nations Environment Programme (UNEP)","UNEP","Africa","Kenya","Non-profit regional funds","Transport & Storage","RWUO3wCuwir5sMio","Amazon Fund","Multi Donor National","1","0","B04","41107","2","1","2","0","1","0","1","0","1","0","69","48","99","65","66","253","10/10/2024 16:12:52","10/10/2024 16:12:52","Public Corporations","Training/ Capacity Building/ Education","Supporting Pathways","54","120"
"61","private finance","Private Finance","2019","2022","Malaysia","Asia","Upper middle income","0","1","0","1","Economic Affairs and Investment Division Ministry of Finance","Foundation","World Bank","UNEP","Africa","Kenya","Non-profit regional funds","General Environment Protection","xMYCHUxA8D9opQ5q","Adaptation for Smallholder Agriculture Programme (ASAP)","Multilateral","7","0","B04","11001",,"0","0","0","0","0","1","1","0","0","88","96","98","21","89","741","10/10/2024 16:12:52","10/10/2024 16:12:52","Local Government","Circular Use","Circular Pathways","199","18"
"62","public finance","MEA Finance","2018","2020","Spain","Europe","Low income","0","0","1","1","Ministry of Environment and Renewable Energy","Foundation","World Bank","UNEP","Africa","Kenya","Corporation","Post-Secondary Education","vpAPWu5eC7YzQUR2","Forest Investment Program (FIP)","Multi Donor National","1","1","D01","11001","0","1","1","1","1","0","0","0","0","0","50","72","83","100","43","354","10/10/2024 16:12:52","10/10/2024 16:12:52","Private Corporations","Digital Mapping","Supporting Pathways","195","39"
"63","public finance","Domestic Finance","2023","2021","Fiji","Oceania","Upper middle income","0","0","1","1","UNEP","Government agency","World Bank","Sweden","Europe","Sweden","Non-profit organization","Transport & Storage","sYTK7Sz9CsXBsUrq","Global Environment Facility (GEF4)","Multi Donor Regional","4","1","D01","22000",,"0",,"0","1","0","0","1","1","0","59","39","93","70","28","881","10/10/2024 16:12:52","10/10/2024 16:12:52","Other Multilateral Institution","Training/ Capacity Building/ Education","Supporting Pathways","192","13"
"64","public finance","MEA Finance","2020","2022","Indonesia","Asia","High income","0","1","0","1","UNEP","Regional agency","The United Nations Environment Programme (UNEP)","UNEP","Africa","Kenya","National Institute","Water Supply & Sanitation","6OorKfhY9yj5H8Wo","Global Energy Efficiency and Renewable Energy Fund (GEEREF)","Multilateral","7","1","D02","41107",,"2","2","0","1","1","1","0","0","0","11","37","49","67","18","373","10/10/2024 16:12:52","10/10/2024 16:12:52","Regional Development Bank","Other Services","Supporting Pathways","95","106"
"65","private finance","Private Finance","2022","2020","Bangladesh","Asia","Upper middle income","0","1","1","0","Economic Affairs and Investment Division Ministry of Finance","National Institute","World Bank","Sweden","Europe","Sweden","Non-profit organization","General Environment Protection","cCu8871qda4yjvgv","Global Climate Change Alliance (GCCA)","Multi Donor National","7","1","D01","11001","0","0",,"1","0","1","0","0","1","0","66","19","7","99","58","881","10/10/2024 16:12:52","10/10/2024 16:12:52","Commercial Banks and Similar FIs","Recovery for controlled disposal","Non-circular Pathways","160","48"
"66","private finance","Private Finance","2021","2021","Egypt","Africa","Lower middle income","0","1","1","0","Ministry of Environment and Renewable Energy","Non-profit organization","The United Nations Environment Programme (UNEP)","UNEP","Africa","Kenya","Research Institute","Water Supply & Sanitation","Y4fOnWHK88Yabw86","Forest Investment Program (FIP)","Multilateral","1","1","B03","22000","2","1",,"1","0","1","1","0","1","1","10","37","100","6","42","261","10/10/2024 16:12:52","10/10/2024 16:12:52","Regional Development Bank","Operational Platforms","Supporting Pathways","122","68"
"67","public finance","Domestic Finance","2023","2024","Argentina","Latin America and the Caribbean","Lower middle income","0","0","0","1","UNEP","Non-profit organization","World Bank","Sweden","Europe","Sweden","International Agency","Water Supply & Sanitation","Wc6vwLsT7fLqyphV","Adaptation for Smallholder Agriculture Programme (ASAP)","Multi Donor National","4","1","C01","21000","2","1","0","0","0","0","0","0","1","1","63","29","32","96","29","829","10/10/2024 16:12:52","10/10/2024 16:12:52","Public Corporations","Clean-up","Non-circular Pathways","128","122"
"68","public finance","Development Finance","2024","2019","Spain","Europe","Low income","1","1","1","0","Ministry of Environment and Renewable Energy","Research Institute","World Bank","South Korea","Asia","South Korea","Research Institute","Transport & Storage","gs7H7Bpjckp8LHfO","Adaptation for Smallholder Agriculture Programme (ASAP)","Multi Donor National","3","0","B04","11001","2","0",,"0","0","0","0","1","0","0","18","60","19","78","35","184","10/10/2024 16:12:52","10/10/2024 16:12:52","Other Public Entities","Recovery for controlled disposal","Non-circular Pathways","140","87"
"69","public finance","Domestic Finance","2021","2020","Russia","Europe","High income","1","0","0","0","UNEP","Corporation","The United Nations Environment Programme (UNEP)","UNEP","Africa","Kenya","National Institute","General Environment Protection","yxvi9QVWipzVlVan","Forest Investment Program (FIP)","Multilateral","8","0","D01","22000",,,,"1","0","0","1","1","1","0","67","73","55","77","49","372","10/10/2024 16:12:52","10/10/2024 16:12:52","Public Corporations","Managed Landfilling","Non-circular Pathways","89","54"
"70","public finance","Domestic Finance","2021","2023","Kenya","Africa","Lower middle income","1","1","1","1","Economic Affairs and Investment Division Ministry of Finance","Non-profit regional funds","International Union for Conservation of Nature (IUCN)","Sweden","Europe","Sweden","Government agency","Water Supply & Sanitation","oF5yTpOWVN2Jgbbw","Adaptation Fund (AF)","Multi Donor National","4","1","B03","22000","1","1",,"1","0","1","0","1","1","1","56","24","52","80","76","991","10/10/2024 16:12:52","10/10/2024 16:12:52","Regional Development Bank","Training/ Capacity Building/ Education","Supporting Pathways","96","158"
"71","public finance","MEA Finance","2020","2021","Canada","North America","Upper middle income","1","1","1","1","Ministry of Environment and Renewable Energy","Government agency","International Union for Conservation of Nature (IUCN)","South Korea","Asia","South Korea","Foundation","Post-Secondary Education","oWFGIQo8zciVHbTJ","Adaptation Fund (AF)","Multilateral","4","1","D01","11001",,"2","2","0","0","0","1","0","0","1","4","73","23","100","7","853","10/10/2024 16:12:52","10/10/2024 16:12:52","International Monetary Fund (IMF)","Circular Design and Production","Circular Pathways","76","167"
"72","private finance","Private Finance","2020","2024","Bangladesh","Asia","High income","0","0","1","0","Economic Affairs and Investment Division Ministry of Finance","Corporation","International Union for Conservation of Nature (IUCN)","Sweden","Europe","Sweden","Foundation","General Environment Protection","TsJuk3JDtviwX2rF","Amazon Fund","Multi Donor Regional","4","0","E01","11001","2","0","1","0","0","0","0","0","0","0","13","57","30","62","86","777","10/10/2024 16:12:52","10/10/2024 16:12:52","Private Corporations","Operational Platforms","Supporting Pathways","109","143"
"73","public finance","Domestic Finance","2020","2024","Canada","North America","Upper middle income","0","1","1","0","Economic Affairs and Investment Division Ministry of Finance","Regional Government","International Union for Conservation of Nature (IUCN)","Sweden","Europe","Sweden","Non-profit regional funds","Post-Secondary Education","RVEP3N23CtUbPX2H","Global Climate Change Alliance (GCCA)","Multilateral","3","0","D01","11001","0","0","0","0","1","1","1","0","1","0","71","79","21","99","9","925","10/10/2024 16:12:52","10/10/2024 16:12:52","World Bank Group (WB)","Value Recovery","Circular Pathways","93","16"
"74","public finance","MEA Finance","2018","2024","Canada","North America","Lower middle income","1","0","1","1","UNEP","Non-profit regional funds","The United Nations Environment Programme (UNEP)","UNEP","Africa","Kenya","Government","Post-Secondary Education","upSppwURfKxqpUH2","Global Climate Change Alliance (GCCA)","Multi Donor National","7","1","C01","41107","0",,"1","1","0","0","0","0","0","0","32","35","23","97","83","139","10/10/2024 16:12:52","10/10/2024 16:12:52","Public Corporations","Other Services","Supporting Pathways","40","105"
"75","public finance","Domestic Finance","2022","2018","Chile","Latin America and the Caribbean","Upper middle income","1","0","1","1","Economic Affairs and Investment Division Ministry of Finance","National Institute","International Union for Conservation of Nature (IUCN)","Sweden","Europe","Sweden","Intergovernmental Organisation","Post-Secondary Education","gMdrGjcyJVsosGps","Forest Investment Program (FIP)","Multilateral","4","1","D01","41107","2","2","0","0","0","0","0","1","1","0","28","5","39","12","33","346","10/10/2024 16:12:52","10/10/2024 16:12:52","ILBI*","Other Services","Supporting Pathways","113","168"
"76","public finance","Domestic Finance","2022","2020","Australia","Oceania","Lower middle income","1","0","0","1","Economic Affairs and Investment Division Ministry of Finance","Corporation","International Union for Conservation of Nature (IUCN)","UNEP","Africa","Kenya","Government","Post-Secondary Education","JJzxyjzIP3irxbIO","Global Energy Efficiency and Renewable Energy Fund (GEEREF)","Multilateral","1","1","D02","11001","2","1","0","0","0","0","0","0","0","1","43","90","56","44","19","861","10/10/2024 16:12:52","10/10/2024 16:12:52","United Nations agency, fund or commission","Incineration","Non-circular Pathways","97","36"
"77","private finance","Private Finance","2019","2023","South Korea","Asia","High income","0","0","0","0","Economic Affairs and Investment Division Ministry of Finance","Intergovernmental Organisation","World Bank","Sweden","Europe","Sweden","Non-profit organization","Transport & Storage","hkJQC5LK4lNvHbcK","Global Energy Efficiency and Renewable Energy Fund (GEEREF)","Multi Donor Regional","7","0","B03","22000",,,"1","1","1","1","0","0","0","0","10","91","15","27","69","509","10/10/2024 16:12:52","10/10/2024 16:12:52","United Nations agency, fund or commission","Clean-up","Non-circular Pathways","39","116"
